Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,Yes,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,14.5,21813,8,Y,No,18,3,4,80,0,7.0,6,3,2.0,2.0,2.0,2
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,14.5,25846,1,Y,No,15,3,4,80,1,14.5,3,3,14.5,14.0,6.0,9
44,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,14.5,11737,3,Y,Yes,18,3,3,80,1,14.5,2,3,12.0,11.0,11.0,11
50,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,14.5,24920,0,Y,No,12,3,1,80,1,14.5,3,3,14.5,7.0,0.0,13
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,14.5,8269,1,Y,No,16,3,3,80,0,14.5,1,3,14.5,13.0,14.5,14
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,14.5,5083,1,Y,Yes,13,3,3,80,0,14.5,2,3,14.5,6.0,2.0,8
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,14.5,21437,0,Y,No,19,3,4,80,0,3.0,2,2,2.0,2.0,2.0,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,14.5,5404,3,Y,No,13,3,2,80,1,14.5,4,4,9.0,3.0,1.0,1
32,No,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,14.5,11135,9,Y,No,12,3,2,80,0,10.0,2,3,8.0,7.0,7.0,7
34,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,14.5,12278,0,Y,No,11,3,4,80,1,14.5,2,2,14.5,1.0,0.0,9
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,14.5,11038,3,Y,Yes,14,3,3,80,1,14.0,1,1,6.0,4.0,0.0,4
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,14.5,8318,1,Y,No,16,3,1,80,0,6.0,3,3,6.0,3.0,0.0,4
53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,14.5,23537,2,Y,No,12,3,1,80,1,14.5,2,3,14.5,7.0,6.0,12
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,14.5,7858,7,Y,No,14,3,2,80,1,9.0,3,2,1.0,0.0,0.0,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,14.5,15346,6,Y,Yes,14,3,2,80,1,6.0,2,3,3.0,2.0,1.0,2
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,14.5,18410,1,Y,Yes,19,3,4,80,1,1.0,2,3,1.0,1.0,0.0,0
28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,14.5,23384,1,Y,No,22,4,2,80,0,1.0,5,3,1.0,0.0,0.0,0
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,14.5,2997,3,Y,No,16,3,1,80,1,8.0,2,3,2.0,2.0,2.0,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,14.5,12853,2,Y,Yes,11,3,4,80,1,14.5,2,2,8.0,1.0,7.0,7
37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,14.5,13848,3,Y,No,15,3,1,80,0,8.0,3,2,4.0,3.0,0.0,1
40,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,14.5,22217,1,Y,No,14,3,2,80,1,8.0,3,2,7.0,7.0,7.0,5
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,14.5,25265,1,Y,No,13,3,3,80,2,5.0,5,3,5.0,3.0,1.0,3
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,14.5,21445,9,Y,No,17,3,4,80,2,14.5,0,3,2.0,2.0,2.0,2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,14.5,8392,6,Y,No,11,3,2,80,1,13.0,4,3,9.0,4.0,7.0,0
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,14.5,12154,2,Y,No,19,3,2,80,1,14.5,4,3,5.0,4.0,0.0,3
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,14.5,15669,0,Y,No,11,3,2,80,0,14.5,2,2,14.0,8.0,7.0,8
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,14.5,17323,7,Y,No,15,3,2,80,0,14.5,3,4,9.0,7.0,6.0,2
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,14.5,5268,5,Y,No,13,3,3,80,1,14.5,5,3,1.0,0.0,0.0,0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,14.5,17205,1,Y,Yes,14,3,2,80,0,2.0,3,3,2.0,2.0,0.0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,14.5,17258,1,Y,No,13,3,1,80,0,1.0,6,2,1.0,0.0,1.0,0
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,14.5,21029,8,Y,Yes,23,4,1,80,3,14.5,2,3,14.5,13.0,1.0,7
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,14.5,10332,9,Y,Yes,12,3,3,80,3,14.5,2,4,10.0,0.0,2.0,7
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,14.5,12355,1,Y,No,12,3,1,80,0,10.0,2,2,10.0,7.0,1.0,9
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,14.5,11141,1,Y,No,16,3,1,80,2,6.0,2,3,5.0,3.0,1.0,3
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,14.5,9096,0,Y,No,15,3,3,80,1,7.0,1,2,6.0,2.0,0.0,2
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,14.5,18863,1,Y,No,13,3,3,80,0,10.0,3,3,10.0,6.0,0.0,8
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,14.5,24608,0,Y,No,18,3,1,80,1,14.5,4,2,14.5,9.0,1.0,9
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,14.5,26542,4,Y,No,20,4,4,80,1,14.0,6,3,11.0,10.0,11.0,1
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,14.5,5869,1,Y,No,19,3,4,80,3,3.0,4,3,3.0,2.0,1.0,2
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,14.5,15813,3,Y,No,18,3,2,80,1,14.5,4,3,3.0,2.0,1.0,2
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,14.5,7909,3,Y,No,13,3,4,80,0,10.0,4,4,8.0,7.0,1.0,7
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,14.5,2326,9,Y,No,14,3,4,80,1,14.5,1,3,14.5,6.0,3.0,6
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,14.5,21214,4,Y,No,15,3,3,80,1,9.0,2,3,3.0,2.0,1.0,2
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,14.5,10333,0,Y,Yes,22,4,1,80,0,9.0,2,3,8.0,7.0,4.0,7
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,14.5,3129,1,Y,No,22,4,2,80,0,14.0,4,3,13.0,7.0,3.0,8
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,14.5,22482,1,Y,No,16,3,4,80,1,4.0,5,2,4.0,2.0,2.0,2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,14.5,22266,0,Y,No,17,3,3,80,0,7.0,1,2,6.0,2.0,0.0,4
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,14.5,24223,2,Y,Yes,14,3,3,80,3,8.0,5,3,1.0,0.0,0.0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,14.5,4605,1,Y,Yes,15,3,2,80,1,7.0,3,4,7.0,7.0,5.0,6
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,14.5,19373,1,Y,No,20,4,3,80,1,1.0,0,2,1.0,1.0,0.0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,14.5,2993,4,Y,Yes,20,4,2,80,0,5.0,0,3,2.0,2.0,2.0,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,14.5,14399,0,Y,No,17,3,4,80,1,14.5,3,3,14.5,6.0,13.0,7
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,14.5,7160,1,Y,No,15,3,1,80,2,1.0,2,3,1.0,0.0,0.0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,14.5,17251,3,Y,Yes,14,3,4,80,0,5.0,4,3,0.0,0.0,0.0,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,14.5,13401,0,Y,No,17,3,3,80,1,4.0,3,3,3.0,2.0,0.0,2
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,14.5,22478,3,Y,No,17,3,4,80,3,6.0,2,3,0.0,0.0,0.0,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,14.5,16154,2,Y,No,22,4,3,80,0,14.5,3,2,5.0,4.0,2.0,1
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,14.5,17970,1,Y,No,13,3,4,80,1,14.5,2,3,14.5,10.0,4.0,12
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,14.5,15322,7,Y,No,19,3,4,80,0,14.5,4,3,8.0,6.0,4.0,0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,14.5,5569,0,Y,Yes,14,3,2,80,2,9.0,2,3,8.0,7.0,2.0,7
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,14.5,26968,4,Y,No,22,4,1,80,1,11.0,1,3,7.0,5.0,1.0,7
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,14.5,8039,0,Y,No,17,3,2,80,3,10.0,3,2,9.0,7.0,1.0,7
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,14.5,15596,3,Y,No,12,3,4,80,1,14.5,3,3,12.0,9.0,4.0,9
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,14.5,20619,7,Y,No,16,3,3,80,0,10.0,2,3,1.0,0.0,0.0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,14.5,11535,8,Y,No,11,3,3,80,1,14.5,1,3,8.0,7.0,0.0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,14.5,13547,7,Y,No,11,3,4,80,3,14.5,4,3,14.5,7.0,11.0,5
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,14.5,17544,1,Y,No,14,3,1,80,0,14.5,2,4,14.5,7.0,4.0,9
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,14.5,25326,1,Y,Yes,11,3,3,80,0,2.0,6,4,2.0,2.0,2.0,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,14.5,8770,9,Y,No,15,3,3,80,0,9.0,2,2,5.0,4.0,0.0,3
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,14.5,23238,2,Y,No,20,4,1,80,0,14.5,0,3,11.0,9.0,0.0,9
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,14.5,21981,0,Y,No,12,3,1,80,1,3.0,4,3,2.0,2.0,2.0,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,14.5,19911,0,Y,No,17,3,1,80,0,6.0,2,1,5.0,3.0,0.0,4
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,14.5,18500,1,Y,No,11,3,4,80,1,5.0,3,3,5.0,2.0,0.0,2
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,14.5,11879,6,Y,No,17,3,2,80,1,14.5,3,3,9.0,8.0,2.0,3
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,14.5,15834,2,Y,No,11,3,4,80,0,5.0,3,2,3.0,2.0,0.0,2
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,14.5,17940,0,Y,No,14,3,4,80,2,8.0,2,2,7.0,5.0,1.0,1
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,14.5,9558,4,Y,No,19,3,1,80,0,14.5,3,3,1.0,0.0,0.0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,14.5,17689,1,Y,Yes,15,3,3,80,1,10.0,2,2,10.0,7.0,1.0,2
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,14.5,6004,1,Y,No,13,3,4,80,1,7.0,2,4,7.0,6.0,5.0,0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,14.5,22088,1,Y,Yes,14,3,4,80,1,3.0,2,3,3.0,1.0,0.0,2
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,14.5,13556,1,Y,No,12,3,4,80,0,0.0,0,3,0.0,0.0,0.0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,14.5,18385,0,Y,Yes,17,3,1,80,0,6.0,3,3,5.0,2.0,0.0,3
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,14.5,9051,3,Y,Yes,11,3,1,80,1,6.0,4,3,1.0,0.0,0.0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,14.5,6233,1,Y,No,12,3,3,80,1,2.0,5,2,2.0,2.0,2.0,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,14.5,17171,7,Y,No,13,3,3,80,2,9.0,2,3,6.0,2.0,1.0,3
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,14.5,7950,1,Y,No,13,3,3,80,1,4.0,0,3,4.0,2.0,2.0,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,14.5,5829,1,Y,No,20,4,1,80,0,6.0,3,2,6.0,5.0,1.0,3
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,14.5,7108,1,Y,No,17,3,2,80,0,6.0,2,1,5.0,4.0,1.0,4
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,14.5,11162,1,Y,No,13,3,1,80,1,11.0,3,1,11.0,8.0,3.0,10
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,14.5,13782,9,Y,No,17,3,3,80,0,14.5,3,2,14.5,7.0,2.0,13
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,14.5,2447,0,Y,Yes,12,3,2,80,0,14.5,2,2,14.5,9.0,13.0,14
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,14.5,2253,7,Y,No,13,3,4,80,0,9.0,3,4,6.0,4.0,1.0,5
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,14.5,16340,6,Y,No,12,3,2,80,1,10.0,2,3,8.0,0.0,1.0,7
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,14.5,6409,8,Y,No,22,4,4,80,0,6.0,2,3,4.0,3.0,1.0,2
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,14.5,22955,1,Y,Yes,11,3,4,80,0,1.0,4,2,1.0,1.0,0.0,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,14.5,13421,1,Y,No,22,4,2,80,1,8.0,2,3,8.0,7.0,0.0,7
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,14.5,2706,1,Y,No,18,3,1,80,1,10.0,3,3,10.0,3.0,1.0,4
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,14.5,21203,3,Y,Yes,13,3,4,80,1,14.5,3,1,1.0,1.0,0.0,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,14.5,19588,2,Y,No,18,3,2,80,1,14.5,2,4,7.0,7.0,6.0,4
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,14.5,25755,0,Y,No,20,4,3,80,0,14.0,3,3,13.0,9.0,4.0,9
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,14.5,26537,1,Y,No,13,3,2,80,1,2.0,2,4,2.0,2.0,2.0,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,14.5,9489,8,Y,No,13,3,2,80,0,7.0,2,2,4.0,3.0,1.0,3
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,14.5,14947,1,Y,No,12,3,3,80,3,1.0,3,3,1.0,0.0,0.0,0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,14.5,18575,4,Y,No,13,3,4,80,1,14.5,2,3,5.0,2.0,4.0,2
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,14.5,26342,1,Y,No,13,3,1,80,1,10.0,5,3,10.0,8.0,0.0,8
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,14.5,7172,1,Y,No,25,4,3,80,0,1.0,4,3,1.0,1.0,0.0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,14.5,20100,4,Y,Yes,19,3,3,80,1,7.0,2,2,3.0,2.0,0.0,2
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,14.5,9961,1,Y,No,13,3,2,80,1,14.0,2,2,14.0,8.0,3.0,11
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,14.5,12828,1,Y,No,12,3,1,80,0,2.0,2,2,2.0,2.0,1.0,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,14.5,10826,1,Y,Yes,11,3,3,80,0,6.0,4,3,6.0,4.0,0.0,2
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,14.5,18640,3,Y,No,18,3,2,80,1,14.5,6,3,7.0,7.0,4.0,7
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,14.5,26933,0,Y,Yes,18,3,1,80,1,6.0,2,2,5.0,4.0,1.0,3
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,14.5,4223,0,Y,Yes,11,3,2,80,1,1.0,5,3,0.0,0.0,0.0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,14.5,24097,8,Y,No,23,4,1,80,0,14.5,2,3,14.5,14.5,14.5,9
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,14.5,4279,2,Y,No,13,3,4,80,0,6.0,3,3,0.0,0.0,0.0,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,14.5,8429,1,Y,No,13,3,4,80,1,5.0,2,3,5.0,4.0,1.0,4
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,14.5,20293,6,Y,No,17,3,1,80,1,5.0,2,1,1.0,0.0,0.0,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,14.5,13192,8,Y,No,19,3,3,80,3,8.0,3,3,4.0,3.0,0.0,3
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,14.5,25440,5,Y,No,12,3,4,80,3,5.0,2,3,0.0,0.0,0.0,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,14.5,9490,2,Y,No,22,4,3,80,1,14.5,3,3,2.0,2.0,2.0,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,14.5,12449,1,Y,No,12,3,3,80,3,6.0,2,3,6.0,5.0,3.0,3
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,14.5,10849,5,Y,No,11,3,1,80,1,14.5,2,3,4.0,2.0,0.0,3
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,14.5,21026,3,Y,Yes,15,3,4,80,3,14.5,2,3,7.0,7.0,1.0,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,14.5,3372,1,Y,No,13,3,1,80,1,1.0,3,1,1.0,0.0,0.0,0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,14.5,4905,1,Y,No,12,3,1,80,1,10.0,3,2,10.0,7.0,0.0,1
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,14.5,6865,1,Y,No,14,3,3,80,1,7.0,4,3,7.0,7.0,1.0,7
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,14.5,11309,1,Y,No,13,3,1,80,3,10.0,4,2,10.0,7.0,8.0,9
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,14.5,7744,1,Y,No,25,4,2,80,0,14.5,3,3,14.5,11.0,13.0,17
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,14.5,5050,1,Y,No,17,3,4,80,0,2.0,2,3,2.0,1.0,2.0,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,14.5,17433,2,Y,No,11,3,3,80,1,12.0,3,2,6.0,3.0,1.0,4
42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,14.5,12858,7,Y,No,16,3,1,80,1,10.0,3,4,4.0,3.0,0.0,3
60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,14.5,10893,0,Y,Yes,18,3,2,80,1,12.0,3,3,11.0,7.0,1.0,9
32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,14.5,7331,1,Y,No,20,4,3,80,1,2.0,2,3,2.0,2.0,2.0,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,14.5,2338,4,Y,Yes,14,3,4,80,0,10.0,2,3,8.0,7.0,0.0,7
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,14.5,4235,2,Y,Yes,21,4,3,80,1,14.5,2,3,7.0,7.0,7.0,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,14.5,6311,0,Y,No,13,3,2,80,1,14.5,5,3,14.0,10.0,4.0,10
